-0.000125,0.000000,-0.640000
-0.000125,-0.080000,-0.640000
-0.000125,0.000000,-0.720000
-0.000125,0.000000,-0.640000
-0.000125,0.000000,-0.640000
-0.000124,0.080000,-0.640000
-0.000124,0.080000,-0.640000
-0.000124,0.000000,-0.640000
-0.000124,0.000000,-0.560000
-0.000124,-0.080000,-0.640000
-0.000124,0.000000,-0.560000
-0.000124,0.000000,-0.560000
-0.000124,0.000000,-0.640000
-0.000124,0.000000,-0.640000
-0.000124,-0.080000,-0.560000
-0.000123,0.000000,-0.480000
-0.000123,0.000000,-0.560000
-0.000123,0.000000,-0.560000
-0.000123,0.000000,-0.480000
-0.000123,0.000000,-0.480000
-0.000123,0.000000,-0.400000
-0.000123,0.080000,-0.480000
-0.000123,0.000000,-0.400000
-0.000123,0.000000,-0.480000
-0.000123,0.080000,-0.400000
-0.000122,0.000000,-0.400000
-0.000122,0.000000,-0.480000
-0.000122,0.000000,-0.480000
-0.000122,0.000000,-0.400000
-0.000122,-0.080000,-0.480000
-0.000122,-0.080000,-0.480000
-0.000122,0.000000,-0.480000
-0.000122,0.000000,-0.480000
-0.000122,0.000000,-0.400000
-0.000122,0.000000,-0.400000
-0.000121,0.000000,-0.400000
-0.000121,0.000000,-0.320000
-0.000121,0.000000,-0.400000
-0.000121,0.000000,-0.400000
-0.000121,0.000000,-0.320000
-0.000121,-0.080000,-0.400000
-0.000121,-0.080000,-0.480000
-0.000121,0.000000,-0.400000
-0.000121,-0.080000,-0.400000
-0.000121,0.000000,-0.240000
-0.000121,-0.080000,-0.240000
-0.000120,0.000000,-0.240000
-0.000120,0.080000,-0.320000
-0.000120,0.000000,-0.320000
-0.000120,0.000000,-0.320000
-0.000120,0.000000,-0.320000
-0.000120,0.000000,-0.320000
-0.000120,0.000000,-0.320000
-0.000120,0.000000,-0.240000
-0.000120,0.000000,-0.320000
-0.000120,-0.080000,-0.240000
-0.000119,0.000000,-0.240000
-0.000119,0.000000,-0.160000
-0.000119,0.000000,-0.240000
-0.000119,0.000000,-0.240000
-0.000119,-0.080000,-0.240000
-0.000119,0.000000,-0.240000
-0.000119,0.000000,-0.160000
-0.000119,0.000000,-0.320000
-0.000119,-0.080000,-0.320000
-0.000119,0.000000,-0.160000
-0.000118,0.000000,-0.160000
-0.000118,0.080000,-0.240000
-0.000118,0.080000,-0.160000
-0.000118,0.000000,-0.240000
-0.000118,0.080000,-0.160000
-0.000118,-0.080000,-0.160000
-0.000118,0.000000,-0.160000
-0.000118,0.000000,-0.240000
-0.000118,-0.080000,-0.160000
-0.000118,0.000000,-0.080000
-0.000117,-0.080000,-0.240000
-0.000117,0.080000,-0.240000
-0.000117,0.000000,-0.160000
-0.000117,0.000000,-0.160000
-0.000117,-0.080000,-0.160000
-0.000117,0.000000,-0.160000
-0.000117,0.000000,-0.160000
-0.000117,0.080000,-0.160000
-0.000117,0.080000,-0.080000
-0.000116,0.000000,-0.160000
-0.000116,0.000000,-0.080000
-0.000116,0.000000,-0.240000
-0.000116,0.000000,-0.160000
-0.000116,0.000000,-0.160000
-0.000116,-0.080000,-0.160000
-0.000116,0.000000,-0.160000
-0.000116,0.000000,-0.080000
-0.000116,-0.080000,-0.240000
-0.000116,0.080000,-0.080000
-0.000116,0.000000,-0.160000
-0.000115,0.000000,-0.160000
-0.000115,0.000000,-0.080000
-0.000115,0.000000,-0.160000
-0.000115,0.000000,-0.080000
-0.000115,0.080000,-0.080000
-0.000115,0.000000,-0.080000
-0.000115,0.000000,-0.080000
-0.000115,0.000000,-0.080000
-0.000115,0.080000,-0.080000
-0.000115,0.000000,0.000000
-0.000114,0.000000,-0.080000
-0.000114,0.000000,-0.080000
-0.000114,0.000000,-0.080000
